start_date,end_date,direction,consecutive_count,vpoc_start,vpoc_end,vpoc_change
2024-12-20,2024-12-26,up,3,5905.25,6082.75,177.5
2025-01-13,2025-01-20,up,5,5829.0,6057.0,228.0
2025-01-27,2025-01-31,up,4,6032.75,6125.5,92.75
2025-02-06,2025-02-12,down,4,6099.25,6032.0,-67.25
2025-02-12,2025-02-17,up,3,6032.0,6145.0,113.0
2025-02-20,2025-02-25,down,3,6145.25,5948.5,-196.75
